Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A]
2025-11-04-,22,32,45,1.52,49.44,-1.35,-1.35,-0.84,-0.08,-0.40,200.00,99.90,0.00,99.70,99.80,0.00,89.50,133.50,136.10,152.70,174.40,206.10,217.40,216.80,190.60,181.80,186.90,163.60,217.70,126.90,160.60,186.30,147.40,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,46,1.53,49.43,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,99.90,0.00,99.70,99.80,0.00,89.50,133.50,136.10,152.70,174.40,206.10,217.40,216.80,190.60,181.80,186.90,163.60,217.70,126.90,165.70,186.30,152.00,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,47,1.55,49.44,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,137.10,136.10,157.00,174.40,211.30,217.40,216.80,190.60,181.80,186.90,163.60,217.70,126.90,165.70,186.30,152.00,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,48,1.57,49.44,-1.35,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,137.10,140.10,157.00,179.30,211.30,223.30,221.90,195.40,186.90,192.10,168.30,223.60,130.30,170.30,192.00,157.00,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,49,1.58,49.44,-1.35,-1.36,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,137.10,140.10,157.00,179.30,211.30,223.30,221.90,195.40,186.90,192.10,168.30,223.60,130.30,170.30,192.00,157.00,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,50,1.60,49.44,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.70,0.00,89.40,141.20,140.10,161.70,179.30,217.00,223.30,221.90,195.40,186.90,192.10,168.30,223.60,130.30,170.30,192.00,157.00,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,51,1.62,49.44,-1.35,-1.36,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.70,0.00,89.40,141.20,143.90,161.70,184.80,217.00,228.60,227.40,200.60,192.40,197.70,173.50,230.00,134.10,175.40,197.30,161.70,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,52,1.63,49.44,-1.35,-1.37,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.70,99.70,0.00,89.40,141.20,143.90,161.70,184.80,217.00,228.60,227.40,200.60,192.40,197.70,173.50,230.00,134.10,175.40,197.30,161.70,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,53,1.65,49.44,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.70,99.70,0.00,89.50,144.90,148.00,166.00,189.80,222.70,234.50,227.40,200.60,192.40,197.70,173.50,230.00,134.10,175.40,197.30,161.70,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,54,1.67,49.44,-1.35,-1.35,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.70,99.70,0.00,89.50,144.90,148.00,166.00,189.80,222.70,234.50,232.50,205.40,197.60,202.90,178.20,235.80,137.70,180.10,202.90,166.80,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,55,1.68,49.44,-1.34,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.60,99.70,0.00,89.50,144.90,148.00,166.00,189.80,222.70,234.50,232.50,205.40,197.60,202.90,178.20,235.80,137.70,180.10,202.90,166.80,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,56,1.70,49.45,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,149.00,151.90,170.40,194.80,228.10,239.90,238.10,205.40,203.20,202.90,183.00,235.80,137.70,180.10,202.90,166.80,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,57,1.72,49.45,-1.35,-1.35,-0.83,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,149.00,151.90,170.40,194.80,228.10,239.90,238.10,210.60,203.20,208.60,183.00,241.70,141.60,184.90,208.10,171.50,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,58,1.73,49.45,-1.35,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,149.00,151.90,170.40,194.80,228.10,239.90,238.10,210.60,203.20,208.60,183.00,241.70,141.60,184.90,208.10,171.50,1448.50,1448.50,0.005,4.640,87.000
2025-11-04-,22,32,59,1.75,49.45,-1.33,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,152.70,155.80,175.20,200.40,233.40,245.30,243.20,210.60,208.40,208.60,188.20,241.70,141.60,184.90,208.10,171.50,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 0,1.77,49.45,-1.36,-1.36,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,152.70,155.80,175.20,200.40,233.40,245.30,243.20,215.30,208.40,213.70,188.20,248.10,145.30,190.00,213.90,176.20,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 1,1.78,49.47,-1.33,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,152.70,155.80,175.20,200.40,233.40,245.30,243.20,215.30,208.40,213.70,188.20,248.10,145.30,190.00,213.90,176.20,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 2,1.80,49.45,-1.35,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,156.90,160.00,179.60,205.40,239.20,251.20,248.80,220.10,214.10,219.30,193.00,254.00,145.30,190.00,213.90,176.20,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 3,1.82,49.48,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,156.90,160.00,179.60,205.40,239.20,251.20,248.80,220.10,214.10,219.30,193.00,254.00,149.00,194.70,219.10,181.50,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 4,1.83,49.45,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,156.90,160.00,179.60,205.40,239.20,251.20,248.80,220.10,214.10,219.30,193.00,254.00,149.00,194.70,219.10,181.50,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 5,1.85,49.48,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,160.80,163.90,184.40,211.00,244.50,256.60,253.80,225.30,219.30,224.50,198.20,260.40,149.00,194.70,219.10,181.50,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 6,1.87,49.45,-1.36,-1.36,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,160.80,163.90,184.40,211.00,244.50,256.60,253.80,225.30,219.30,224.50,198.20,260.40,153.00,199.90,224.70,186.60,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 7,1.88,49.48,-1.35,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,160.80,163.90,184.40,211.00,244.50,256.60,253.80,225.30,219.30,224.50,198.20,260.40,153.00,199.90,224.70,186.60,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 8,1.90,49.49,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,165.00,168.20,188.90,216.00,250.30,262.40,259.40,230.10,225.10,230.20,203.00,266.30,156.80,199.90,230.00,186.60,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33, 9,1.92,49.48,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,165.00,168.20,188.90,216.00,250.30,262.40,259.40,230.10,225.10,230.20,203.00,266.30,156.80,204.50,230.00,191.40,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,10,1.93,49.46,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,168.80,168.20,193.80,216.00,255.60,262.40,259.40,230.10,225.10,230.20,203.00,266.30,156.80,204.50,230.00,191.40,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,11,1.95,49.47,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,168.80,172.20,193.80,221.50,255.60,267.80,264.50,235.30,230.30,235.40,208.10,272.70,160.80,209.70,235.20,196.10,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,12,1.97,49.46,-1.36,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,168.80,172.20,193.80,221.50,255.60,267.80,264.50,235.30,230.30,235.40,208.10,272.70,160.80,209.70,235.20,196.10,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,13,1.98,49.44,-1.33,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,172.70,176.50,198.30,226.50,260.90,273.60,264.50,235.30,230.30,235.40,208.10,272.70,160.80,209.70,235.20,196.10,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,14,2.00,49.45,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.60,99.80,0.00,89.50,172.70,176.50,198.30,226.50,260.90,273.60,269.50,240.10,235.60,240.60,212.90,278.40,164.60,214.40,240.70,201.30,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,15,2.02,49.46,-1.34,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,172.70,176.50,198.30,226.50,260.90,273.60,269.50,240.10,235.60,240.60,212.90,278.40,164.60,214.40,240.70,201.30,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,16,2.03,49.45,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,177.00,180.60,203.20,231.50,266.70,278.90,274.90,240.10,241.40,240.60,217.60,278.40,164.60,214.40,240.70,201.30,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,17,2.05,49.45,-1.36,-1.36,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,177.00,180.60,203.20,231.50,266.70,278.90,274.90,245.30,241.40,246.20,217.60,284.20,168.60,219.00,245.80,206.10,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,18,2.07,49.44,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,177.00,180.60,203.20,231.50,266.70,278.90,274.90,245.30,241.40,246.20,217.60,284.20,168.60,219.00,245.80,206.10,1448.50,1448.50,0.005,4.650,87.000
2025-11-04-,22,33,19,2.08,49.45,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,180.80,184.50,207.80,236.80,271.90,284.70,279.90,245.30,246.70,246.20,222.80,284.20,168.60,219.00,245.80,206.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,20,2.10,49.44,-1.36,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,180.80,184.50,207.80,236.80,271.90,284.70,279.90,250.00,246.70,251.40,222.80,290.50,172.40,224.10,251.30,211.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,21,2.12,49.46,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,180.80,184.50,207.80,236.80,271.90,284.70,279.90,250.00,246.70,251.40,222.80,290.50,172.40,224.10,251.30,211.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,22,2.13,49.48,-1.35,-1.34,-0.84,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,185.10,188.90,212.60,241.80,277.70,289.80,285.30,255.10,252.50,257.00,227.60,296.20,172.40,224.10,251.30,211.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,23,2.15,49.47,-1.35,-1.35,-0.84,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,185.10,188.90,212.60,241.80,277.70,289.80,285.30,255.10,252.50,257.00,227.60,296.20,176.50,228.80,256.30,215.80,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,24,2.17,49.46,-1.35,-1.36,-0.88,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,185.10,188.90,212.60,241.80,277.70,289.80,285.30,255.10,252.50,257.00,227.60,296.20,176.50,228.80,256.30,215.80,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,25,2.18,49.48,-1.35,-1.36,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,189.00,193.30,217.20,247.10,282.90,295.50,290.20,259.90,257.80,262.20,232.70,302.30,176.50,228.80,256.30,215.80,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,26,2.20,49.45,-1.34,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,189.00,193.30,217.20,247.10,282.90,295.50,290.20,259.90,257.80,262.20,232.70,302.30,180.20,233.80,261.70,220.90,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,27,2.22,49.47,-1.34,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,189.00,193.30,217.20,247.10,282.90,295.50,290.20,259.90,257.80,262.20,232.70,302.30,180.20,233.80,261.70,220.90,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,28,2.23,49.44,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,193.30,197.40,222.20,252.00,288.50,300.70,295.40,264.60,263.60,267.80,237.50,307.90,184.00,233.80,266.70,220.90,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,29,2.25,49.48,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.50,99.80,0.00,89.50,193.30,197.40,222.20,252.00,288.50,300.70,295.40,264.60,263.60,267.80,237.50,307.90,184.00,238.30,266.70,225.50,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,30,2.27,49.45,-1.33,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.40,99.80,0.00,89.40,197.20,197.40,226.60,252.00,293.70,300.70,295.40,264.60,263.60,267.80,237.50,307.90,184.00,238.30,266.70,225.50,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,31,2.28,49.47,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.40,99.80,0.00,89.40,197.20,201.30,226.60,257.20,293.70,306.20,300.20,269.70,268.90,272.90,242.60,314.00,188.00,243.30,271.90,230.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,32,2.30,49.45,-1.33,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.40,99.80,0.00,89.40,197.20,201.30,226.60,257.20,293.70,306.20,300.20,269.70,268.90,272.90,242.60,314.00,188.00,243.30,271.90,230.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,33,2.32,49.50,-1.33,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.40,201.10,205.70,231.10,262.10,299.30,311.20,300.20,269.70,268.90,272.90,242.60,314.00,188.00,243.30,271.90,230.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,34,2.33,49.45,-1.33,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.40,201.10,205.70,231.10,262.10,299.30,311.20,305.00,274.30,274.10,278.40,247.30,319.50,191.70,247.80,276.80,235.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,35,2.35,49.45,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.40,201.10,205.70,231.10,262.10,299.30,311.20,305.00,274.30,274.10,278.40,247.30,319.50,191.70,247.80,276.80,235.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,36,2.37,49.47,-1.33,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,205.30,209.80,236.10,267.20,304.30,316.30,305.00,274.30,274.10,278.40,247.30,319.50,191.70,247.80,276.80,235.10,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,37,2.38,49.47,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,205.30,209.80,236.10,267.20,304.30,316.30,310.10,279.40,279.80,283.50,252.40,325.40,195.70,252.30,281.60,239.60,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,38,2.40,49.47,-1.36,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,205.30,209.80,236.10,267.20,304.30,316.30,310.10,279.40,279.80,283.50,252.40,325.40,195.70,252.30,281.60,239.60,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,39,2.42,49.46,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,209.20,214.10,240.50,271.90,309.80,321.70,314.80,279.40,285.10,283.50,257.10,325.40,195.70,252.30,281.60,239.60,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,40,2.43,49.47,-1.36,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,209.20,214.10,240.50,271.90,309.80,321.70,314.80,284.00,285.10,288.50,257.10,330.80,199.50,257.10,286.80,244.50,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,41,2.45,49.46,-1.34,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,209.20,214.10,240.50,271.90,309.80,321.70,314.80,284.00,285.10,288.50,257.10,330.80,199.50,257.10,286.80,244.50,1448.50,1448.50,0.005,4.660,87.000
2025-11-04-,22,33,42,2.47,49.48,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,213.40,218.10,245.40,276.70,314.80,326.60,319.70,289.00,290.70,294.00,261.80,336.10,199.50,257.10,286.80,244.50,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,43,2.48,49.47,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,213.40,218.10,245.40,276.70,314.80,326.60,319.70,289.00,290.70,294.00,261.80,336.10,203.10,261.50,291.40,248.90,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,44,2.50,49.48,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,213.40,218.10,245.40,276.70,314.80,326.60,319.70,289.00,290.70,294.00,261.80,336.10,203.10,261.50,291.40,248.90,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,45,2.52,49.46,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,217.20,222.10,249.90,281.70,319.70,331.90,324.30,293.50,295.90,299.00,266.80,341.90,203.10,261.50,291.40,248.90,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,46,2.53,49.47,-1.33,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,217.20,222.10,249.90,281.70,319.70,331.90,324.30,293.50,295.90,299.00,266.80,341.90,207.10,266.30,296.40,253.70,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,47,2.55,49.47,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,217.20,222.10,249.90,281.70,319.70,331.90,324.30,293.50,295.90,299.00,266.80,341.90,207.10,266.30,296.40,253.70,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,48,2.57,49.49,-1.36,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,221.00,226.40,254.70,286.30,325.10,336.70,329.20,298.00,301.50,304.30,271.40,347.00,210.80,266.30,301.00,253.70,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,49,2.58,49.47,-1.36,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,221.00,226.40,254.70,286.30,325.10,336.70,329.20,298.00,301.50,304.30,271.40,347.00,210.80,270.60,301.00,258.10,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,50,2.60,49.48,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,225.20,226.40,259.10,286.30,329.90,336.70,329.20,298.00,301.50,304.30,271.40,347.00,210.80,270.60,301.00,258.10,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,51,2.62,49.46,-1.34,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,225.20,230.30,259.10,291.30,329.90,341.90,333.70,302.90,306.60,309.30,276.40,352.70,214.80,270.60,306.00,258.10,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,52,2.63,49.48,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,225.20,230.30,259.10,291.30,329.90,341.90,333.70,302.90,306.60,309.30,276.40,352.70,214.80,275.20,306.00,262.80,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,53,2.65,49.47,-1.34,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,229.30,230.30,263.90,291.30,335.20,341.90,333.70,302.90,306.60,309.30,276.40,352.70,214.80,275.20,306.00,262.80,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,54,2.67,49.47,-1.34,-1.33,-0.84,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,229.30,234.60,263.90,295.80,335.20,346.60,338.50,307.70,312.20,314.50,281.00,357.80,218.50,279.50,310.40,267.00,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,55,2.68,49.46,-1.36,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.50,99.90,0.00,89.50,229.30,234.60,263.90,295.80,335.20,346.60,338.50,307.70,312.20,314.50,281.00,357.80,218.50,279.50,310.40,267.00,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,56,2.70,49.47,-1.36,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,233.10,238.80,268.30,300.70,340.40,351.70,338.50,307.70,312.20,314.50,281.00,357.80,218.50,279.50,310.40,267.00,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,57,2.72,49.51,-1.35,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.40,99.90,0.00,89.50,233.10,238.80,268.30,300.70,340.40,351.70,342.90,312.10,317.30,319.80,286.00,363.30,222.40,284.10,315.20,271.60,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,58,2.73,49.51,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.30,99.90,0.00,89.50,233.10,238.80,268.30,300.70,340.40,351.70,342.90,312.10,317.30,319.80,286.00,363.30,222.40,284.10,315.20,271.60,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,33,59,2.75,49.48,-1.33,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.30,99.90,0.00,89.50,236.80,242.70,273.00,305.10,345.20,356.30,347.70,312.10,322.70,319.80,290.50,363.30,222.40,284.10,315.20,271.60,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 0,2.77,49.47,-1.35,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.30,99.90,0.00,89.50,236.80,242.70,273.00,305.10,345.20,356.30,347.70,316.40,322.70,324.50,290.50,368.30,226.00,288.20,319.60,275.80,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 1,2.78,49.47,-1.35,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.30,99.90,0.00,89.50,236.80,242.70,273.00,305.10,345.20,356.30,347.70,316.40,322.70,324.50,290.50,368.30,226.00,288.20,319.60,275.80,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 2,2.80,49.47,-1.34,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.30,99.90,0.00,89.50,240.80,246.60,277.30,309.90,349.90,361.30,352.00,316.40,327.70,324.50,295.30,368.30,226.00,288.20,319.60,275.80,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 3,2.82,49.47,-1.34,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.30,99.90,0.00,89.50,240.80,246.60,277.30,309.90,349.90,361.30,352.00,321.20,327.70,329.20,295.30,373.60,230.00,292.40,323.90,279.90,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 4,2.83,49.47,-1.32,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.30,99.90,0.00,89.50,240.80,246.60,277.30,309.90,349.90,361.30,352.00,321.20,327.70,329.20,295.30,373.60,230.00,292.40,323.90,279.90,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 5,2.85,49.47,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.30,100.00,0.00,89.50,244.50,250.70,282.00,314.30,354.90,365.80,356.60,325.50,333.10,334.40,299.70,378.50,230.00,292.40,323.90,279.90,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 6,2.87,49.49,-1.35,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,99.30,100.00,0.00,89.50,244.50,250.70,282.00,314.30,354.90,365.80,356.60,325.50,333.10,334.40,299.70,378.50,233.50,296.80,328.50,284.40,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 7,2.88,49.47,-1.33,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,99.30,100.00,0.00,89.40,244.50,250.70,282.00,314.30,354.90,365.80,356.60,325.50,333.10,334.40,299.70,378.50,233.50,296.80,328.50,284.40,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 8,2.90,49.48,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.30,100.00,0.00,89.40,248.50,254.50,286.30,319.00,359.50,370.60,360.80,330.10,338.00,339.00,304.50,383.30,233.50,296.80,328.50,284.40,1448.50,1448.50,0.005,4.670,87.000
2025-11-04-,22,34, 9,2.92,49.48,-1.35,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,99.30,100.00,0.00,89.40,248.50,254.50,286.30,319.00,359.50,370.60,360.80,330.10,338.00,339.00,304.50,383.30,237.40,300.80,332.70,288.80,1448.50,1448.50,0.005,4.680,87.000
